ENSEMBL,SYMBOL,ENTREZID,biotype,geneloc,fc,P.Value,adj.P.Val,t
ENSG00000132680,KIAA0907,22889,protein_coding,chr1:155882834-155904191,-1.078983637,3.07E-08,7.80E-08,-5.669988878
ENSG00000147224,PRPS1,5631,protein_coding,chrX:106871737-106894256,-1.075633168,3.24E-08,8.20E-08,-5.660279792
ENSG00000077549,CAPZB,832,protein_coding,chr1:19665267-19812066,-1.073486558,2.91E-08,7.40E-08,-5.680478375
ENSG00000173846,PLK3,1263,protein_coding,chr1:45265897-45271662,1.170806849,4.96E-08,1.24E-07,5.579453839
ENSG00000160094,ZNF362,149076,protein_coding,chr1:33722146-33766320,1.163655411,4.96E-08,1.24E-07,5.579710943
ENSG00000119737,GPR75,10936,protein_coding,chr2:54080050-54087126,-1.350292033,8.67E-08,2.12E-07,-5.472687208
ENSG00000268006,PTOV1-AS1,100506033,antisense,chr19:50341896-50354933,1.235213851,7.97E-08,1.95E-07,5.488957807
ENSG00000173950,XXYLT1,152002,protein_coding,chr3:194789008-194991896,1.180094614,5.27E-08,1.31E-07,5.568002868
ENSG00000226496,LINC00323,284835,antisense,chr21:42513427-42520060,1.826317484,1.16E-07,2.81E-07,5.416199605
ENSG00000103489,XYLT1,64131,protein_coding,chr16:17195626-17564738,-1.281039741,5.22E-08,1.30E-07,-5.570036365
ENSG00000112742,TTK,7272,protein_coding,chr6:80713604-80752244,-1.617026111,1.03E-07,2.51E-07,-5.438816835
ENSG00000160256,FAM207A,85395,protein_coding,chr21:46359925-46396904,1.173773987,4.26E-08,1.07E-07,5.6084231
ENSG00000159063,ALG8,79053,protein_coding,chr11:77811982-77850706,-1.099770531,3.76E-08,9.48E-08,-5.63181821
ENSG00000167088,SNRPD1,6632,protein_coding,chr18:19192228-19210417,-1.086649887,3.54E-08,8.94E-08,-5.643370759
ENSG00000254535,PABPC4L,132430,protein_coding,chr4:135117488-135122903,1.219555834,7.02E-08,1.73E-07,5.513291746
ENSG00000165702,GFI1B,8328,protein_coding,chr9:135820932-135867083,-1.768762735,1.18E-07,2.86E-07,-5.412479654
ENSG00000138092,CENPO,79172,protein_coding,chr2:25016005-25045245,-1.190247587,6.22E-08,1.54E-07,-5.536472774
ENSG00000196533,C1orf186,NA,protein_coding,chr1:206238872-206288647,1.515253229,9.61E-08,2.34E-07,5.452797236
ENSG00000231496,RP1-251M9.2,NA,lincRNA,chr10:11002114-11012779,1.801013198,1.21E-07,2.93E-07,5.407873111
ENSG00000106025,TSPAN12,23554,protein_coding,chr7:120427376-120498456,-1.139901058,3.24E-08,8.22E-08,-5.659857467
ENSG00000114739,ACVR2B,93,protein_coding,chr3:38495342-38534633,1.147281095,4.36E-08,1.09E-07,5.604171413
ENSG00000224870,RP4-758J18.2,148413,protein_coding,chr1:1334902-1337426,1.127842371,4.49E-08,1.13E-07,5.598326601
ENSG00000122299,ZC3H7A,29066,protein_coding,chr16:11844442-11891123,-1.072972341,3.30E-08,8.35E-08,-5.656827333
ENSG00000251669,FAM86EP,348926,pseudogene,chr4:3943487-3957146,1.23559717,8.02E-08,1.97E-07,5.487683702
ENSG00000198492,YTHDF2,51441,protein_coding,chr1:29063133-29096287,-1.073838171,3.30E-08,8.35E-08,-5.656717296
ENSG00000188517,COL25A1,84570,protein_coding,chr4:109731877-110223813,-1.614329957,8.88E-08,2.17E-07,-5.468017816
ENSG00000182944,EWSR1,2130,protein_coding,chr22:29663998-29696515,-1.076603895,3.15E-08,7.99E-08,-5.665266265
ENSG00000171848,RRM2,6241,protein_coding,chr2:10262455-10271545,-1.941799278,8.98E-08,2.19E-07,-5.46576845
ENSG00000149218,ENDOD1,23052,protein_coding,chr11:94822974-94865809,-1.13353375,3.46E-08,8.74E-08,-5.647922611
ENSG00000055147,FAM114A2,10827,protein_coding,chr5:153369688-153418496,-1.081019732,3.55E-08,8.97E-08,-5.642720977
ENSG00000165694,FRMD7,90167,protein_coding,chrX:131211021-131262048,2.133143526,1.14E-07,2.76E-07,5.419675086
ENSG00000005238,FAM214B,80256,protein_coding,chr9:35104109-35116338,-1.113949325,3.62E-08,9.14E-08,-5.638996881
ENSG00000206052,DOK6,220164,protein_coding,chr18:67068291-67516323,1.394013569,5.00E-08,1.25E-07,5.577944245
ENSG00000232742,RHOQP2,NA,pseudogene,chr2:132218533-132219150,-1.299467223,9.53E-08,2.32E-07,-5.454449763
ENSG00000259969,RP11-999E24.3,NA,sense_overlapping,chr14:58460263-58461243,1.25766777,6.04E-08,1.50E-07,5.542166631
ENSG00000147852,VLDLR,7436,protein_coding,chr9:2621834-2660053,-1.155994748,3.25E-08,8.22E-08,-5.659742742
ENSG00000223343,RP13-131K19.2,NA,antisense,chr3:49022482-49027421,1.476321937,1.15E-07,2.78E-07,5.418346848
ENSG00000065413,ANKRD44,91526,protein_coding,chr2:197831741-198175897,-1.205456672,6.37E-08,1.58E-07,-5.531805487
ENSG00000266053,RP11-143J12.2,101927275,antisense,chr18:9121263-9136643,1.2632097,9.61E-08,2.34E-07,5.452674141
ENSG00000167895,TMC8,147138,protein_coding,chr17:76126851-76139049,1.267120108,6.60E-08,1.63E-07,5.525077928
ENSG00000244242,IFITM10,402778,protein_coding,chr11:1753640-1771821,1.45164731,9.59E-08,2.34E-07,5.453125903
ENSG00000235194,PPP1R3E,90673,protein_coding,chr14:23764852-23772057,1.147379963,4.44E-08,1.11E-07,5.600650748
ENSG00000159905,ZNF221,7638,protein_coding,chr19:44455375-44471861,-1.287787129,9.58E-08,2.33E-07,-5.453438237
ENSG00000256940,RP11-783K16.5,NA,antisense,chr11:64013436-64015689,-1.6456403,1.20E-07,2.91E-07,-5.40934796
ENSG00000118507,AKAP7,9465,protein_coding,chr6:131456806-131604675,-1.182610417,4.88E-08,1.22E-07,-5.582631052
ENSG00000161016,RPL8,6132,protein_coding,chr8:146015150-146017972,1.104365209,3.44E-08,8.71E-08,5.648521696
ENSG00000205786,AC002511.1,100128682,lincRNA,chr19:35890413-35910287,1.990063239,1.26E-07,3.05E-07,5.399831029
ENSG00000082701,GSK3B,2932,protein_coding,chr3:119540170-119813264,-1.068979154,3.62E-08,9.14E-08,-5.638968329
ENSG00000184428,TOP1MT,116447,protein_coding,chr8:144386554-144442149,1.182167752,6.66E-08,1.65E-07,5.523216047
ENSG00000196776,CD47,961,protein_coding,chr3:107762145-107809872,1.115851405,3.60E-08,9.08E-08,5.640307335
ENSG00000167889,MGAT5B,146664,protein_coding,chr17:74864538-74946475,1.692359222,1.39E-07,3.34E-07,5.381365048
ENSG00000164985,PSIP1,11168,protein_coding,chr9:15464064-15511017,1.106803599,3.76E-08,9.46E-08,5.63223009
ENSG00000178201,VN1R1,57191,protein_coding,chr19:57966542-57967854,-1.328194557,9.57E-08,2.33E-07,-5.453623589
ENSG00000272732,RP5-1159O4.2,NA,lincRNA,chr7:7589735-7592071,1.344923591,9.97E-08,2.43E-07,5.445562816
ENSG00000100664,EIF5,1983,protein_coding,chr14:103799881-103811362,-1.108650274,3.57E-08,9.01E-08,-5.641735076
ENSG00000149781,FERMT3,83706,protein_coding,chr11:63974150-63991354,-1.16378781,5.86E-08,1.45E-07,-5.54788359
ENSG00000261425,RP11-709B3.2,NA,lincRNA,chr15:68591128-68593343,-1.395914824,1.06E-07,2.58E-07,-5.433026023
ENSG00000238121,LINC00426,100188949,lincRNA,chr13:30914407-30951282,1.686914719,1.35E-07,3.24E-07,5.387373353
ENSG00000251537,RP11-385D13.1,NA,protein_coding,chr17:15474805-15554967,-1.704448313,1.40E-07,3.37E-07,-5.3792714
ENSG00000249465,RBMXP4,NA,pseudogene,chr4:110267482-110268615,1.693186019,1.42E-07,3.41E-07,5.377130048
ENSG00000145794,MEGF10,84466,protein_coding,chr5:126626523-126801429,1.544220306,1.24E-07,3.00E-07,5.403117471
ENSG00000162946,DISC1,27185,protein_coding,chr1:231762561-232177018,-1.215276081,5.85E-08,1.45E-07,-5.548000068
ENSG00000140262,TCF12,6938,protein_coding,chr15:57210821-57591479,-1.078708017,3.96E-08,9.95E-08,-5.622269262
ENSG00000224397,RP11-290F20.3,NA,lincRNA,chr20:48884023-48896332,-1.448861452,9.75E-08,2.37E-07,-5.450011836
ENSG00000110665,C11orf21,29125,protein_coding,chr11:2316875-2324279,1.277629806,4.17E-08,1.05E-07,5.612510023
ENSG00000142534,RPS11,6205,protein_coding,chr19:49999622-50002946,1.088503266,3.72E-08,9.37E-08,5.634129946
ENSG00000109805,NCAPG,64151,protein_coding,chr4:17812525-17846485,-1.577973274,1.12E-07,2.72E-07,-5.422410521
ENSG00000168067,MAP4K2,5871,protein_coding,chr11:64556290-64570713,1.135532862,5.60E-08,1.39E-07,5.556402971
ENSG00000262686,AC005356.1,101926896,lincRNA,chr16:4374668-4378341,1.464662954,1.19E-07,2.88E-07,5.411336501
ENSG00000167645,YIF1B,90522,protein_coding,chr19:38795753-38807913,1.112193738,4.97E-08,1.24E-07,5.579207415
ENSG00000177294,FBXO39,162517,protein_coding,chr17:6679542-6700420,1.69153796,1.42E-07,3.40E-07,5.377434452
ENSG00000198933,TBKBP1,9755,protein_coding,chr17:45771447-45789416,1.111442173,5.01E-08,1.25E-07,5.577617005
ENSG00000099949,LZTR1,8216,protein_coding,chr22:21333751-21353327,1.094369479,4.31E-08,1.08E-07,5.606051824
ENSG00000075420,FNDC3B,64778,protein_coding,chr3:171757418-172119455,-1.11237535,3.97E-08,9.99E-08,-5.621585306
ENSG00000091947,TMEM101,84336,protein_coding,chr17:42088556-42101314,1.094024228,4.71E-08,1.18E-07,5.589301499
ENSG00000236427,RP11-107M16.2,NA,lincRNA,chr1:152178334-152179533,1.741915521,1.46E-07,3.49E-07,5.372012001
ENSG00000143190,POU2F1,5451,protein_coding,chr1:167190066-167396582,-1.0940577,4.68E-08,1.17E-07,-5.590495949
ENSG00000166762,CATSPER2,117155,protein_coding,chr15:43920701-43960316,1.433216882,7.29E-08,1.79E-07,5.506090192
ENSG00000164219,PGGT1B,5229,protein_coding,chr5:114546527-114598569,-1.107964951,5.15E-08,1.28E-07,-5.57237116
ENSG00000139547,RDH16,8608,protein_coding,chr12:57345219-57353158,1.307296606,1.19E-07,2.88E-07,5.411323968
ENSG00000169925,BRD3,8019,protein_coding,chr9:136895427-136933657,1.091127539,4.58E-08,1.15E-07,5.594794405
ENSG00000138769,CDKL2,8999,protein_coding,chr4:76503215-76555900,1.673118567,1.47E-07,3.52E-07,5.370179998
ENSG00000133101,CCNA1,8900,protein_coding,chr13:37005967-37017019,1.757532268,1.38E-07,3.31E-07,5.383004972
ENSG00000160305,DIP2A,23181,protein_coding,chr21:47878812-47989926,1.094527388,4.22E-08,1.06E-07,5.610074364
ENSG00000178947,LINC00086,NA,lincRNA,chrX:134555868-134561999,1.293761108,8.45E-08,2.07E-07,5.477707478
ENSG00000176476,CCDC101,112869,protein_coding,chr16:28565236-28603111,1.143019111,6.49E-08,1.60E-07,5.52841373
ENSG00000115461,IGFBP5,3488,protein_coding,chr2:217536828-217560248,1.258836269,3.93E-08,9.89E-08,5.623512974
ENSG00000272501,XXbac-BPG299F13.17,NA,antisense,chr6:31162977-31165814,1.298273512,7.18E-08,1.77E-07,5.508957357
ENSG00000258900,HNRNPCP1,NA,pseudogene,chr14:58987941-58988706,1.282766408,1.21E-07,2.93E-07,5.407691693
ENSG00000242114,MTFP1,51537,protein_coding,chr22:30821518-30825045,-1.533917243,1.41E-07,3.38E-07,-5.378551703
ENSG00000128917,DLL4,54567,protein_coding,chr15:41221538-41231237,1.302079635,5.42E-08,1.35E-07,5.562855813
ENSG00000169371,SNUPN,10073,protein_coding,chr15:75890424-75918810,1.09172159,5.92E-08,1.47E-07,5.545895387
ENSG00000227765,RP11-162O12.2,NA,pseudogene,chr4:185220282-185220800,1.598153192,1.52E-07,3.65E-07,5.36292974
ENSG00000180573,HIST1H2AC,8334,protein_coding,chr6:26124373-26139344,1.23233324,4.56E-08,1.14E-07,5.595747706
ENSG00000267858,AC016629.8,100131691,antisense,chr19:59070496-59086164,-1.271736627,1.05E-07,2.55E-07,-5.435241758
ENSG00000143322,ABL2,27,protein_coding,chr1:179068462-179198819,-1.121138665,4.83E-08,1.21E-07,-5.584597067
ENSG00000211938,IGHV3-7,NA,IG_V_gene,chr14:106518400-106518932,2.396281307,1.42E-07,3.42E-07,5.376480511
ENSG00000102172,SMS,6611,protein_coding,chrX:21958691-22025798,1.120358503,4.22E-08,1.06E-07,5.610349576
ENSG00000163486,SRGAP2,NA,protein_coding,chr1:206516200-206637783,-1.121809871,4.78E-08,1.19E-07,-5.586724476
ENSG00000055044,NOP58,51602,protein_coding,chr2:203130439-203168389,-1.09928064,4.44E-08,1.11E-07,-5.600501788
ENSG00000221916,C19orf73,55150,protein_coding,chr19:49621655-49622397,1.3791564,1.39E-07,3.33E-07,5.381594349
ENSG00000196696,PDXDC2P,283970,processed_transcript,chr16:70010200-70099851,-1.290188272,7.78E-08,1.91E-07,-5.49353405
ENSG00000167772,ANGPTL4,51129,protein_coding,chr19:8428173-8439257,-1.903360064,6.45E-08,1.60E-07,-5.529404404
ENSG00000233058,LINC00884,NA,antisense,chr3:194208183-194239008,1.468846622,1.21E-07,2.94E-07,5.407299909
ENSG00000143155,TIPRL,261726,protein_coding,chr1:168148171-168169950,-1.111328918,4.62E-08,1.16E-07,-5.593111359
ENSG00000164674,SYTL3,94120,protein_coding,chr6:159071046-159185908,1.218757259,5.73E-08,1.42E-07,5.55199689
ENSG00000105866,SP4,6671,protein_coding,chr7:21467652-21554440,-1.1522244,6.16E-08,1.53E-07,-5.538378082
ENSG00000253842,KB-173C10.1,NA,lincRNA,chr8:101441062-101443225,1.261728133,7.37E-08,1.81E-07,5.503878033
ENSG00000164010,ERMAP,114625,protein_coding,chr1:43282795-43310660,1.150084096,6.01E-08,1.49E-07,5.542992693
ENSG00000203497,PDCD4-AS1,NA,antisense,chr10:112629626-112631991,1.297866899,1.35E-07,3.26E-07,5.386129919
ENSG00000198156,NPIPB6,728741,protein_coding,chr16:28353876-28374829,1.604067951,1.59E-07,3.81E-07,5.354102272
ENSG00000144504,ANKMY1,51281,protein_coding,chr2:241418839-241508626,1.125963355,7.24E-08,1.78E-07,5.507392853
ENSG00000267702,RP11-53B2.2,NA,sense_intronic,chr18:13486461-13490675,1.521596359,1.52E-07,3.64E-07,5.36373694
ENSG00000147654,EBAG9,9166,protein_coding,chr8:110551940-110578225,-1.080405667,4.88E-08,1.22E-07,-5.582760813
ENSG00000177752,YIPF7,285525,protein_coding,chr4:44624086-44680573,1.332382782,1.35E-07,3.25E-07,5.386787971
ENSG00000070778,PTPN21,11099,protein_coding,chr14:88932122-89021077,1.124897145,4.49E-08,1.12E-07,5.598568725
ENSG00000132485,ZRANB2,9406,protein_coding,chr1:71528974-71546980,-1.090189201,4.35E-08,1.09E-07,-5.604406446
ENSG00000107949,BCCIP,56647,protein_coding,chr10:127512115-127542264,-1.086488087,4.46E-08,1.12E-07,-5.599859309
ENSG00000132823,OSER1,51526,protein_coding,chr20:42825136-42839431,-1.100852479,4.59E-08,1.15E-07,-5.594122286
ENSG00000125851,PCSK2,5126,protein_coding,chr20:17206752-17465223,1.55282813,1.06E-07,2.57E-07,5.433996533
ENSG00000124920,MYRF,745,protein_coding,chr11:61520114-61555990,1.562301618,1.35E-07,3.26E-07,5.38599956
ENSG00000042429,MED17,9440,protein_coding,chr11:93517393-93547861,1.094209494,4.95E-08,1.24E-07,5.579977316
ENSG00000144674,GOLGA4,2803,protein_coding,chr3:37284668-37408242,-1.11750833,4.34E-08,1.09E-07,-5.605064144
ENSG00000153575,TUBGCP5,NA,protein_coding,chr15:22833395-22873892,-1.120684966,5.15E-08,1.28E-07,-5.572348977
ENSG00000105767,CADM4,199731,protein_coding,chr19:44126520-44143991,-1.175965185,6.82E-08,1.68E-07,-5.518876939
ENSG00000148019,CEP78,84131,protein_coding,chr9:80850978-80894606,1.12705067,6.78E-08,1.67E-07,5.519875033
ENSG00000168228,ZCCHC4,29063,protein_coding,chr4:25314407-25372005,-1.098355225,6.38E-08,1.58E-07,-5.531679395
ENSG00000207148,Y_RNA,NA,misc_RNA,chr4:122250224-122250325,-1.842282638,1.77E-07,4.21E-07,-5.33400635
ENSG00000271533,RP3-368A4.6,NA,sense_intronic,chrX:73429811-73433495,-1.193139959,6.34E-08,1.57E-07,-5.532767997
ENSG00000108389,MTMR4,9110,protein_coding,chr17:56566898-56595266,-1.1698799,4.93E-08,1.23E-07,-5.580638664
ENSG00000130477,UNC13A,23025,protein_coding,chr19:17712137-17799401,1.594728624,1.67E-07,3.98E-07,5.345163117
ENSG00000158683,PKD1L1,168507,protein_coding,chr7:47814250-47988088,1.332104209,8.05E-08,1.97E-07,5.487043055
ENSG00000174796,THAP6,152815,protein_coding,chr4:76439156-76475683,1.088488279,5.75E-08,1.43E-07,5.551466635
ENSG00000239704,CDRT4,284040,protein_coding,chr17:15339332-15406922,1.429066037,1.62E-07,3.87E-07,5.350957604
ENSG00000262209,PCDHGB3,56102,protein_coding,chr5:140749831-140892546,-1.358811286,1.32E-07,3.19E-07,-5.390359927
ENSG00000167555,ZNF528,84436,protein_coding,chr19:52901102-52921665,1.136413461,5.52E-08,1.37E-07,5.559331119
ENSG00000264705,RP11-674P19.2,NA,lincRNA,chr18:66879514-66881587,1.802868089,1.79E-07,4.27E-07,5.331268935
ENSG00000108950,FAM20A,54757,protein_coding,chr17:66531254-66597530,1.230724803,6.58E-08,1.62E-07,5.525799658
ENSG00000119812,FAM98A,25940,protein_coding,chr2:33808725-33824449,-1.088960557,4.77E-08,1.19E-07,-5.586848242
ENSG00000138722,MMRN1,22915,protein_coding,chr4:90800683-90875780,-1.686662503,7.94E-08,1.95E-07,-5.489662711
ENSG00000126860,EVI2A,2123,protein_coding,chr17:29644578-29648902,-1.2823574,9.23E-08,2.25E-07,-5.460494533
ENSG00000103061,SLC7A6OS,84138,protein_coding,chr16:68318406-68344849,1.078094967,5.37E-08,1.34E-07,5.564481639
ENSG00000100031,GGT1,2678,protein_coding,chr22:24979718-25024972,1.291636697,1.28E-07,3.08E-07,5.397584573
ENSG00000165650,PDZD8,118987,protein_coding,chr10:119040000-119134978,-1.120786821,5.65E-08,1.40E-07,-5.554921598
ENSG00000068831,RASGRP2,10235,protein_coding,chr11:64494383-64512928,-1.133619275,5.78E-08,1.44E-07,-5.550340353
ENSG00000206538,VGLL3,389136,protein_coding,chr3:86987119-87040269,-1.342848257,6.28E-08,1.56E-07,-5.534477834
ENSG00000143479,DYRK3,8444,protein_coding,chr1:206808881-206857764,-1.297760032,6.23E-08,1.54E-07,-5.53626431
ENSG00000101255,TRIB3,57761,protein_coding,chr20:361261-378203,1.433921825,1.14E-07,2.75E-07,5.420157905
ENSG00000149328,GLB1L2,89944,protein_coding,chr11:134201768-134248235,-1.450011053,1.58E-07,3.77E-07,-5.356263293
ENSG00000180532,ZSCAN4,201516,protein_coding,chr19:58180303-58190520,1.662968421,1.82E-07,4.34E-07,5.327750318
ENSG00000198826,ARHGAP11A,9824,protein_coding,chr15:32907345-32932150,-1.292913084,1.11E-07,2.68E-07,-5.425623623
ENSG00000110713,NUP98,4928,protein_coding,chr11:3692313-3819022,-1.07854112,5.12E-08,1.28E-07,-5.573629289
ENSG00000176871,WSB2,55884,protein_coding,chr12:118470712-118500235,-1.094348549,5.03E-08,1.26E-07,-5.576782587
ENSG00000173269,MMRN2,79812,protein_coding,chr10:88695297-88729238,-1.127082345,5.10E-08,1.27E-07,-5.574195904
ENSG00000230912,RP3-508I15.10,NA,antisense,chr22:39062513-39064755,1.683610034,1.99E-07,4.73E-07,5.310287273
ENSG00000007080,CCDC124,115098,protein_coding,chr19:18043825-18054800,1.131014955,6.24E-08,1.55E-07,5.535721241
ENSG00000115750,TAF1B,9014,protein_coding,chr2:9983483-10074545,-1.148936563,8.93E-08,2.18E-07,-5.466966903
ENSG00000160360,GPSM1,26086,protein_coding,chr9:139221932-139254057,-1.229421492,5.89E-08,1.46E-07,-5.546771259
ENSG00000262223,RP11-1055B8.3,NA,lincRNA,chr17:79349801-79359160,1.674846112,1.98E-07,4.70E-07,5.311876241
ENSG00000174165,ZDHHC24,254359,protein_coding,chr11:66288108-66313709,1.117318708,9.20E-08,2.25E-07,5.461148119
ENSG00000133739,LRRCC1,85444,protein_coding,chr8:86019382-86058311,1.142668606,7.54E-08,1.85E-07,5.499631469
ENSG00000185271,KLHL33,123103,protein_coding,chr14:20896970-20903801,1.460399506,1.78E-07,4.25E-07,5.331984678
ENSG00000247416,RP11-629G13.1,101928847,antisense,chr11:112830002-112834182,1.299871211,1.64E-07,3.91E-07,5.348905421
ENSG00000089486,CDIP1,29965,protein_coding,chr16:4560676-4588829,1.088800006,5.55E-08,1.38E-07,5.558305528
ENSG00000173889,PHC3,80012,protein_coding,chr3:169804520-169899537,-1.096635058,5.64E-08,1.40E-07,-5.555210907
ENSG00000079335,CDC14A,8556,protein_coding,chr1:100810584-100985833,-1.144048546,9.04E-08,2.21E-07,-5.464673518
ENSG00000143222,UFC1,51506,protein_coding,chr1:161122566-161128646,-1.065528465,5.38E-08,1.34E-07,-5.563942548
ENSG00000231971,RP11-557H15.3,NA,lincRNA,chr6:134749378-134841723,1.614566993,2.03E-07,4.82E-07,5.306479195
ENSG00000219928,RP11-40C6.2,NA,pseudogene,chr9:90140217-90140390,1.227532865,1.46E-07,3.50E-07,5.371656197
ENSG00000185753,CXorf38,159013,protein_coding,chrX:40488285-40506819,-1.131048423,9.29E-08,2.27E-07,-5.459258919
ENSG00000138617,PARP16,54956,protein_coding,chr15:65526798-65592956,1.117062012,8.79E-08,2.15E-07,5.470059182
ENSG00000154957,ZNF18,7566,protein_coding,chr17:11880756-11900827,1.10912604,7.96E-08,1.95E-07,5.489212161
ENSG00000115306,SPTBN1,6711,protein_coding,chr2:54683422-54896812,1.084598556,5.40E-08,1.34E-07,5.563302568
ENSG00000166233,ARIH1,25820,protein_coding,chr15:72766667-72879692,-1.058209878,5.54E-08,1.38E-07,-5.558589982
ENSG00000228878,AC007551.3,NA,lincRNA,chr7:35791466-35840226,1.22850194,1.29E-07,3.11E-07,5.395788039
ENSG00000265263,RP11-135L13.4,NA,antisense,chr17:19237621-19239440,1.32573913,1.74E-07,4.14E-07,5.337463621
ENSG00000181894,ZNF329,79673,protein_coding,chr19:58637619-58666477,-1.108367251,7.36E-08,1.81E-07,-5.504222766
ENSG00000125841,NRSN2,80023,protein_coding,chr20:327426-340304,-1.130753959,6.61E-08,1.63E-07,-5.524685428
ENSG00000179364,PACS2,23241,protein_coding,chr14:105766900-105864484,1.083659069,5.95E-08,1.48E-07,5.544753259
ENSG00000156170,NDUFAF6,137682,protein_coding,chr8:95907995-96128683,-1.097722662,6.36E-08,1.57E-07,-5.532044393
ENSG00000133226,SRRM1,10250,protein_coding,chr1:24958207-24999758,1.087693132,5.70E-08,1.41E-07,5.553261615
ENSG00000111261,MANSC1,54682,protein_coding,chr12:12482198-12503475,-1.106228482,7.56E-08,1.86E-07,-5.499130601
ENSG00000162729,IGSF8,93185,protein_coding,chr1:160061130-160068733,1.143574765,7.19E-08,1.77E-07,5.508750333
ENSG00000198680,TUSC1,286319,protein_coding,chr9:25676396-25678856,-1.159693311,8.38E-08,2.05E-07,-5.479281298
ENSG00000215246,RP11-43F13.3,100506688,antisense,chr5:987295-997423,1.528194615,7.07E-08,1.74E-07,5.511947774
ENSG00000214029,ZNF891,101060200,protein_coding,chr12:133694740-133707059,-1.191847441,1.37E-07,3.30E-07,-5.383682531
ENSG00000228265,RP5-1125A11.1,101926888,lincRNA,chr20:32570858-32582163,1.317984787,1.91E-07,4.55E-07,5.318349815
ENSG00000158552,ZFAND2B,130617,protein_coding,chr2:220059959-220074373,1.093330229,7.09E-08,1.75E-07,5.511459054
ENSG00000264433,RP11-720L2.3,NA,lincRNA,chr18:316740-317366,1.453922095,1.73E-07,4.13E-07,5.338008197
ENSG00000137766,UNC13C,440279,protein_coding,chr15:54305101-54920806,1.925161334,2.26E-07,5.36E-07,5.284926767
ENSG00000260920,RP1-228H13.5,NA,sense_overlapping,chr1:40929991-40932436,1.247095635,1.65E-07,3.95E-07,5.346873615
ENSG00000127252,HRASLS,57110,protein_coding,chr3:192958914-192995527,1.200984912,1.02E-07,2.47E-07,5.441801476
ENSG00000265917,MIR3685,100500802,miRNA,chr12:95703699-95703760,-1.315485995,1.79E-07,4.26E-07,-5.331669146
ENSG00000106477,CEP41,95681,protein_coding,chr7:130033612-130082274,1.133488664,1.00E-07,2.44E-07,5.444867924
ENSG00000120051,CCDC147,159686,protein_coding,chr10:106113522-106214848,1.227295741,1.08E-07,2.63E-07,5.42931052
ENSG00000159720,ATP6V0D1,9114,protein_coding,chr16:67471917-67515140,1.083084573,6.19E-08,1.53E-07,5.53736177
ENSG00000155438,MKI67IP,84365,protein_coding,chr2:122484521-122494499,-1.088541297,6.96E-08,1.72E-07,-5.51490137
ENSG00000249863,RP11-177C12.1,NA,pseudogene,chr4:37869913-37871599,-1.446407729,2.15E-07,5.11E-07,-5.294842177
ENSG00000171316,CHD7,55636,protein_coding,chr8:61591337-61779465,-1.108405918,7.23E-08,1.78E-07,-5.507578163
ENSG00000101928,MOSPD1,56180,protein_coding,chrX:134021656-134049297,-1.120872721,6.79E-08,1.68E-07,-5.519506033
ENSG00000168813,ZNF507,22847,protein_coding,chr19:32836500-32878573,-1.100504451,7.02E-08,1.73E-07,-5.513347811
ENSG00000164841,TMEM74,157753,protein_coding,chr8:109619079-109799844,1.558942022,1.63E-07,3.89E-07,5.350197976
ENSG00000233137,RP11-220I1.1,NA,lincRNA,chr9:37079893-37090398,-1.078312143,6.67E-08,1.65E-07,-5.523088774
ENSG00000179172,HNRNPCL1,343069,protein_coding,chr1:12907261-12908578,1.46860414,2.33E-07,5.51E-07,5.279190021
ENSG00000273056,RP11-77E14.2,NA,lincRNA,chr9:7786105-7786688,-1.723637289,2.42E-07,5.70E-07,-5.27210545
ENSG00000260190,RP11-229P13.25,NA,sense_overlapping,chr9:139831621-139832440,1.662780912,2.46E-07,5.80E-07,5.268665801
ENSG00000117280,RAB7L1,8934,protein_coding,chr1:205737114-205744588,-1.163359787,7.14E-08,1.76E-07,-5.510026779
ENSG00000101940,WDR13,64743,protein_coding,chrX:48448430-48463581,1.095716138,6.41E-08,1.59E-07,5.53057759
ENSG00000173457,PPP1R14B,26472,protein_coding,chr11:64011956-64014413,-1.160468605,7.14E-08,1.76E-07,-5.510038463
ENSG00000237773,AC003075.4,NA,antisense,chr7:17319458-17338981,1.657815831,1.93E-07,4.59E-07,5.316670263
ENSG00000132478,UNK,85451,protein_coding,chr17:73780681-73821886,-1.105338103,7.99E-08,1.96E-07,-5.488284819
ENSG00000104415,WISP1,8840,protein_coding,chr8:134203282-134242587,-1.553071114,1.44E-07,3.45E-07,-5.37442147
ENSG00000228522,RP11-236F9.2,NA,pseudogene,chr9:67285298-67298632,-1.834541194,2.25E-07,5.34E-07,-5.285735958
ENSG00000115307,AUP1,550,protein_coding,chr2:74753772-74757066,-1.075075808,6.54E-08,1.62E-07,-5.526792899
ENSG00000157653,C9orf43,257169,protein_coding,chr9:116172334-116191964,1.391760781,2.20E-07,5.21E-07,5.290834041
ENSG00000140326,CDAN1,146059,protein_coding,chr15:43015757-43029324,1.095310662,9.24E-08,2.25E-07,5.46039657
ENSG00000138231,DBR1,51163,protein_coding,chr3:137879854-137893791,-1.095401161,9.02E-08,2.20E-07,-5.464913793
ENSG00000186867,QRFPR,84109,protein_coding,chr4:122250467-122302214,-1.740366132,1.76E-07,4.21E-07,-5.334208705
ENSG00000178814,OPLAH,26873,protein_coding,chr8:145106167-145118735,-1.164411173,7.98E-08,1.96E-07,-5.4887424
